55,4,Very poor. I regret taking part in this.
55,5,It was fine. Nothing special.
56,1,Everything was satisfactory.
56,2,Average experience.
56,3,Awful.
56,4,Sad!
56,5,Average experience.
57,1,Met my requirements just fine.
57,2,It was fine. Nothing special.
57,3,Everything was satisfactory.
57,4,Good company to work with.
57,5,Average experience.
58,1,Very good experience!
58,2,Good company to work with.
58,3,It was fine. Nothing special.
58,4,Got everything I needed plus some more!
58,5,Good.
59,1,Good.
59,2,Very good experience!
59,3,Worst warehouse ever.
59,4,Did not have a good time.
59,5,Awful.
60,1,Very poor. I regret taking part in this.
60,2,Good company to work with.
60,3,Everything was satisfactory.
60,4,This experience was terrible.
60,5,Could not have been better!
61,1,This space had a lot of potential but it did not meet my requirements.
61,2,Everything was satisfactory.
61,3,Met my requirements just fine.
61,4,Good company to work with.
61,5,Could have been much better.
62,1,It was fine. Nothing special.
62,2,Very good experience!
62,3,Average experience.
62,4,Could have been much better.
62,5,Very good experience!
63,1,Awful.
63,2,Awful.
63,3,Average experience.
63,4,Everything was satisfactory.
63,5,This experience was terrible.
64,1,Got everything I needed plus some more!
64,2,Got everything I needed plus some more!
64,3,Very poor. I regret taking part in this.
64,4,This experience was terrible.
64,5,Sad!
65,1,Met my requirements just fine.
65,2,It was fine. Nothing special.
65,3,This has been the best trade deal in the history of trade deals maybe ever.
65,4,Average experience.
65,5,Did not have a good time.
66,1,Good.
66,2,Very good experience!
66,3,Bad company to work with. I would not do so again.
66,4,This has been the best trade deal in the history of trade deals maybe ever.
66,5,Bad company to work with. I would not do so again.
67,1,This space had a lot of potential but it did not meet my requirements.
67,2,This has been the best trade deal in the history of trade deals maybe ever.
67,3,10/10 would work with again.
67,4,10/10 would work with again.
67,5,Very poor. I regret taking part in this.
68,1,Very good experience!
68,2,Very good experience!
68,3,This experience was terrible.
68,4,Very poor. I regret taking part in this.
68,5,Could have been much better.
69,1,Very good experience!
69,2,Awful.
69,3,Could not have been better!
69,4,It was fine. Nothing special.
69,5,Good.
70,1,Good.
70,2,It was fine. Nothing special.
70,3,Sad!
70,4,10/10 would work with again.
70,5,Awful.
71,1,10/10 would work with again.
71,2,It was fine. Nothing special.
71,3,Sad!
71,4,10/10 would work with again.
71,5,Good company to work with.
72,1,Worst warehouse ever.
72,2,Amazing experience!
72,3,Good.
72,4,Everything was satisfactory.
72,5,Could not have been better!
73,1,Bad company to work with. I would not do so again.
73,2,Amazing experience!
73,3,Very good experience!
73,4,Sad!
73,5,Amazing experience!
74,1,Good.
74,2,This has been the best trade deal in the history of trade deals maybe ever.
74,3,Good.
74,4,Everything was satisfactory.
74,5,Worst warehouse ever.
75,1,This has been the best trade deal in the history of trade deals maybe ever.
75,2,Could have been much better.
75,3,Got everything I needed plus some more!
75,4,Sad!
75,5,Very good experience!
76,1,Could not have been better!
76,2,Very good experience!
76,3,Got everything I needed plus some more!
76,4,This experience was terrible.
76,5,Met my requirements just fine.
77,1,Sad!
77,2,Average experience.
77,3,Sad!
77,4,10/10 would work with again.
77,5,This space had a lot of potential but it did not meet my requirements.
78,1,Could not have been better!
78,2,Could not have been better!
78,3,Amazing experience!
78,4,Good.
78,5,Did not have a good time.
79,1,Sad!
79,2,Good company to work with.
79,3,Could have been much better.
79,4,Got everything I needed plus some more!
79,5,It was fine. Nothing special.
80,1,Could have been much better.
80,2,Could not have been better!
80,3,Got everything I needed plus some more!
80,4,This has been the best trade deal in the history of trade deals maybe ever.
80,5,Sad!
81,1,Very poor. I regret taking part in this.
81,2,Everything was satisfactory.
81,3,This experience was terrible.
81,4,Sad!
81,5,Very poor. I regret taking part in this.
82,1,Could have been much better.
82,2,This has been the best trade deal in the history of trade deals maybe ever.
82,3,Amazing experience!
82,4,Could have been much better.
82,5,Could have been much better.
83,1,Could not have been better!
83,2,Did not have a good time.
83,3,Got everything I needed plus some more!
83,4,Good company to work with.
83,5,Very poor. I regret taking part in this.
84,1,Did not have a good time.
84,2,Worst warehouse ever.
84,3,This has been the best trade deal in the history of trade deals maybe ever.
84,4,Average experience.
84,5,Got everything I needed plus some more!
85,1,Got everything I needed plus some more!
85,2,Average experience.
85,3,Very good experience!
85,4,Good.
85,5,Everything was satisfactory.
86,1,Good company to work with.
86,2,This has been the best trade deal in the history of trade deals maybe ever.
86,3,Amazing experience!
86,4,This has been the best trade deal in the history of trade deals maybe ever.
86,5,This space had a lot of potential but it did not meet my requirements.
87,1,Met my requirements just fine.
87,2,Bad company to work with. I would not do so again.
87,3,This has been the best trade deal in the history of trade deals maybe ever.
87,4,Average experience.
87,5,It was fine. Nothing special.
88,1,Could have been much better.
88,2,Bad company to work with. I would not do so again.
88,3,Sad!
88,4,Amazing experience!
88,5,Good.
89,1,Good.
89,2,Good company to work with.
89,3,Everything was satisfactory.
89,4,Met my requirements just fine.
89,5,Everything was satisfactory.
90,1,Sad!
90,2,10/10 would work with again.
90,3,This space had a lot of potential but it did not meet my requirements.
90,4,Good.
90,5,This has been the best trade deal in the history of trade deals maybe ever.
91,1,Good.
91,2,Good company to work with.
91,3,Good.
91,4,Got everything I needed plus some more!
91,5,Good company to work with.
92,1,This has been the best trade deal in the history of trade deals maybe ever.
92,2,Average experience.
92,3,Bad company to work with. I would not do so again.
92,4,Sad!
92,5,10/10 would work with again.
93,1,Sad!
93,2,Did not have a good time.
93,3,Could have been much better.
93,4,This experience was terrible.
93,5,Amazing experience!
94,1,Average experience.
94,2,Could have been much better.
94,3,Worst warehouse ever.
94,4,Good.
94,5,Good.
95,1,Amazing experience!
95,2,Average experience.
95,3,Did not have a good time.
95,4,It was fine. Nothing special.
95,5,It was fine. Nothing special.
96,1,10/10 would work with again.
96,2,10/10 would work with again.
96,3,Got everything I needed plus some more!
96,4,Everything was satisfactory.
96,5,Got everything I needed plus some more!
97,1,Amazing experience!
97,2,Average experience.
97,3,This experience was terrible.
97,4,Good.
97,5,10/10 would work with again.
98,1,Average experience.
98,2,Very good experience!
98,3,This experience was terrible.
98,4,Very good experience!
98,5,It was fine. Nothing special.
99,1,Got everything I needed plus some more!
99,2,This has been the best trade deal in the history of trade deals maybe ever.
99,3,Good company to work with.
99,4,Very poor. I regret taking part in this.
99,5,Good company to work with.
100,1,Awful.
100,2,Everything was satisfactory.
100,3,Did not have a good time.
100,4,Everything was satisfactory.
100,5,10/10 would work with again.
101,1,Got everything I needed plus some more!
101,2,It was fine. Nothing special.
101,3,Could not have been better!
101,4,Awful.
101,5,This space had a lot of potential but it did not meet my requirements.
102,1,Could not have been better!
102,2,It was fine. Nothing special.
102,3,Amazing experience!
102,4,Could have been much better.
102,5,Met my requirements just fine.
103,1,Amazing experience!
103,2,Sad!
103,3,This experience was terrible.
103,4,This space had a lot of potential but it did not meet my requirements.
103,5,Worst warehouse ever.
104,1,Amazing experience!
104,2,Good.
104,3,Good.
104,4,This has been the best trade deal in the history of trade deals maybe ever.
104,5,It was fine. Nothing special.
105,1,Could not have been better!
105,2,Amazing experience!
105,3,Sad!
105,4,Average experience.
105,5,Worst warehouse ever.
106,1,Very good experience!
106,2,This has been the best trade deal in the history of trade deals maybe ever.
106,3,Good company to work with.
106,4,Could have been much better.
106,5,This has been the best trade deal in the history of trade deals maybe ever.
107,1,This space had a lot of potential but it did not meet my requirements.
107,2,Met my requirements just fine.
107,3,10/10 would work with again.
107,4,Met my requirements just fine.
107,5,Met my requirements just fine.
108,1,Got everything I needed plus some more!
108,2,Could not have been better!
108,3,Met my requirements just fine.
108,4,Good.
108,5,Very poor. I regret taking part in this.
109,1,Average experience.
109,2,Good.
109,3,Very poor. I regret taking part in this.
109,4,Very poor. I regret taking part in this.
109,5,Could not have been better!
110,1,Could not have been better!
110,2,Amazing experience!
110,3,10/10 would work with again.
110,4,Got everything I needed plus some more!
110,5,This has been the best trade deal in the history of trade deals maybe ever.
111,1,Very poor. I regret taking part in this.
111,2,Could not have been better!
111,3,Bad company to work with. I would not do so again.
111,4,Good company to work with.
111,5,Did not have a good time.
112,1,Did not have a good time.
112,2,Met my requirements just fine.
112,3,Could not have been better!
112,4,Awful.
112,5,This space had a lot of potential but it did not meet my requirements.
113,1,Sad!
113,2,10/10 would work with again.
113,3,Good.
113,4,Sad!
113,5,Could have been much better.
114,1,Got everything I needed plus some more!
114,2,Got everything I needed plus some more!
114,3,Everything was satisfactory.
114,4,Very good experience!
114,5,Worst warehouse ever.
115,1,This space had a lot of potential but it did not meet my requirements.
115,2,Everything was satisfactory.
115,3,Did not have a good time.
115,4,It was fine. Nothing special.
115,5,This space had a lot of potential but it did not meet my requirements.
116,1,This has been the best trade deal in the history of trade deals maybe ever.
116,2,Everything was satisfactory.
116,3,This experience was terrible.
116,4,10/10 would work with again.
116,5,It was fine. Nothing special.
117,1,Sad!
117,2,Very poor. I regret taking part in this.
117,3,Could have been much better.
117,4,Average experience.
117,5,Bad company to work with. I would not do so again.
118,1,Could have been much better.
118,2,Good company to work with.
118,3,Could have been much better.
118,4,Bad company to work with. I would not do so again.
118,5,Amazing experience!
119,1,Met my requirements just fine.
119,2,This has been the best trade deal in the history of trade deals maybe ever.
119,3,Average experience.
119,4,Could not have been better!
119,5,It was fine. Nothing special.
120,1,This has been the best trade deal in the history of trade deals maybe ever.
120,2,This has been the best trade deal in the history of trade deals maybe ever.
120,3,Could have been much better.
120,4,Did not have a good time.
120,5,Good.
121,1,Met my requirements just fine.
121,2,Amazing experience!
121,3,Met my requirements just fine.
121,4,Very good experience!
121,5,Did not have a good time.
122,1,This space had a lot of potential but it did not meet my requirements.
122,2,Good company to work with.
122,3,Good.
122,4,Good company to work with.
122,5,This has been the best trade deal in the history of trade deals maybe ever.
123,1,Could not have been better!
123,2,Got everything I needed plus some more!
123,3,Amazing experience!
123,4,Worst warehouse ever.
123,5,Amazing experience!
124,1,Good.
124,2,This space had a lot of potential but it did not meet my requirements.
124,3,Very good experience!
124,4,This space had a lot of potential but it did not meet my requirements.
124,5,Could have been much better.
125,1,Very good experience!
125,2,This space had a lot of potential but it did not meet my requirements.
125,3,Everything was satisfactory.
125,4,This space had a lot of potential but it did not meet my requirements.
125,5,Very poor. I regret taking part in this.
126,1,This experience was terrible.
126,2,Very good experience!
126,3,Did not have a good time.
126,4,Everything was satisfactory.
126,5,Good company to work with.
127,1,Did not have a good time.
127,2,Got everything I needed plus some more!
127,3,Good company to work with.
127,4,Bad company to work with. I would not do so again.
127,5,Worst warehouse ever.
128,1,Everything was satisfactory.
128,2,Average experience.
128,3,Average experience.
128,4,This space had a lot of potential but it did not meet my requirements.
128,5,Met my requirements just fine.
129,1,Could have been much better.
129,2,Did not have a good time.
129,3,This has been the best trade deal in the history of trade deals maybe ever.
129,4,Average experience.
129,5,Worst warehouse ever.
130,1,Bad company to work with. I would not do so again.
130,2,Good.
130,3,Very good experience!
130,4,Very poor. I regret taking part in this.
130,5,Awful.
131,1,Met my requirements just fine.
131,2,Very poor. I regret taking part in this.
131,3,This has been the best trade deal in the history of trade deals maybe ever.
131,4,Sad!
131,5,Could not have been better!
132,1,Sad!
132,2,Worst warehouse ever.
132,3,Did not have a good time.
132,4,Got everything I needed plus some more!
132,5,Very good experience!
133,1,Amazing experience!
133,2,10/10 would work with again.
133,3,10/10 would work with again.
133,4,This experience was terrible.
133,5,Worst warehouse ever.
134,1,It was fine. Nothing special.
134,2,Could have been much better.
134,3,Met my requirements just fine.
134,4,Worst warehouse ever.
134,5,Worst warehouse ever.
135,1,Bad company to work with. I would not do so again.
135,2,This has been the best trade deal in the history of trade deals maybe ever.
135,3,It was fine. Nothing special.
135,4,10/10 would work with again.
135,5,Could have been much better.
136,1,Worst warehouse ever.
136,2,Bad company to work with. I would not do so again.
136,3,This experience was terrible.
136,4,Could have been much better.
136,5,It was fine. Nothing special.
137,1,Amazing experience!
137,2,Could have been much better.
137,3,Met my requirements just fine.
137,4,Everything was satisfactory.
137,5,Good.
138,1,Good company to work with.
138,2,Very good experience!
138,3,Did not have a good time.
138,4,Sad!
138,5,Good company to work with.
139,1,Average experience.
139,2,Good company to work with.
139,3,Very good experience!
139,4,10/10 would work with again.
139,5,Could not have been better!
140,1,Everything was satisfactory.
140,2,Did not have a good time.
140,3,Got everything I needed plus some more!
140,4,Could have been much better.
140,5,Good.
141,1,Could not have been better!
141,2,Everything was satisfactory.
141,3,Good company to work with.
141,4,Bad company to work with. I would not do so again.
141,5,This experience was terrible.
142,1,Good.
142,2,This experience was terrible.
142,3,Could not have been better!
142,4,Very good experience!
142,5,It was fine. Nothing special.
143,1,This space had a lot of potential but it did not meet my requirements.
143,2,Did not have a good time.
143,3,This has been the best trade deal in the history of trade deals maybe ever.
143,4,Good company to work with.
143,5,It was fine. Nothing special.
144,1,Good company to work with.
144,2,Did not have a good time.
144,3,This has been the best trade deal in the history of trade deals maybe ever.
144,4,Good.
144,5,Everything was satisfactory.
145,1,Met my requirements just fine.
145,2,This experience was terrible.
145,3,Could not have been better!
145,4,Got everything I needed plus some more!
145,5,Could not have been better!
146,1,Average experience.
146,2,Everything was satisfactory.
146,3,Good company to work with.
146,4,Good company to work with.
146,5,Average experience.
147,1,This has been the best trade deal in the history of trade deals maybe ever.
147,2,Awful.
147,3,Very good experience!
147,4,Sad!
147,5,Bad company to work with. I would not do so again.
148,1,Could not have been better!
148,2,This has been the best trade deal in the history of trade deals maybe ever.
148,3,It was fine. Nothing special.
148,4,10/10 would work with again.
148,5,Got everything I needed plus some more!
149,1,Very poor. I regret taking part in this.
149,2,Worst warehouse ever.
149,3,It was fine. Nothing special.
149,4,It was fine. Nothing special.
149,5,Could have been much better.
150,1,Got everything I needed plus some more!
150,2,Very good experience!
150,3,This has been the best trade deal in the history of trade deals maybe ever.
150,4,It was fine. Nothing special.
150,5,Worst warehouse ever.
151,1,10/10 would work with again.
151,2,Could not have been better!
151,3,Everything was satisfactory.
151,4,Could not have been better!
151,5,This space had a lot of potential but it did not meet my requirements.
152,1,Could have been much better.
152,2,Average experience.
152,3,Could not have been better!
152,4,Awful.
152,5,Very good experience!
153,1,Worst warehouse ever.
153,2,Sad!
153,3,Good company to work with.
153,4,Could not have been better!
153,5,This has been the best trade deal in the history of trade deals maybe ever.
154,1,Met my requirements just fine.
154,2,Very good experience!
154,3,10/10 would work with again.
154,4,This experience was terrible.
154,5,Average experience.
155,1,Could not have been better!
155,2,Amazing experience!
155,3,Got everything I needed plus some more!
155,4,10/10 would work with again.
155,5,Got everything I needed plus some more!
156,1,It was fine. Nothing special.
156,2,Good.
156,3,Good company to work with.
156,4,Amazing experience!
156,5,This space had a lot of potential but it did not meet my requirements.
157,1,Worst warehouse ever.
157,2,Average experience.
157,3,10/10 would work with again.
157,4,This space had a lot of potential but it did not meet my requirements.
157,5,Awful.
158,1,Did not have a good time.
158,2,10/10 would work with again.
158,3,Good company to work with.
158,4,This experience was terrible.
158,5,This has been the best trade deal in the history of trade deals maybe ever.
159,1,Could not have been better!
159,2,Sad!
159,3,Sad!
159,4,It was fine. Nothing special.
159,5,Very good experience!
160,1,Could not have been better!
160,2,Average experience.
160,3,Met my requirements just fine.
160,4,This experience was terrible.
160,5,Amazing experience!
161,1,10/10 would work with again.
161,2,Everything was satisfactory.
161,3,Awful.
161,4,This experience was terrible.
161,5,Very poor. I regret taking part in this.
162,1,Could not have been better!
162,2,10/10 would work with again.
162,3,Worst warehouse ever.
162,4,Good.
162,5,Sad!
163,1,Did not have a good time.
163,2,Awful.
163,3,Worst warehouse ever.
163,4,Very poor. I regret taking part in this.
163,5,Sad!
164,1,Good.
164,2,Did not have a good time.
164,3,Everything was satisfactory.
164,4,10/10 would work with again.
164,5,Amazing experience!
165,1,This space had a lot of potential but it did not meet my requirements.
165,2,Sad!
165,3,Got everything I needed plus some more!
165,4,Good company to work with.
165,5,Could have been much better.
166,1,This has been the best trade deal in the history of trade deals maybe ever.
166,2,Could have been much better.
166,3,Good.
166,4,This space had a lot of potential but it did not meet my requirements.
166,5,Met my requirements just fine.
167,1,Very poor. I regret taking part in this.
167,2,Sad!
167,3,Average experience.
167,4,Sad!
167,5,Good company to work with.
168,1,It was fine. Nothing special.
168,2,Very good experience!
168,3,Amazing experience!
168,4,Good company to work with.
168,5,Worst warehouse ever.
169,1,10/10 would work with again.
169,2,10/10 would work with again.
169,3,Met my requirements just fine.
169,4,This space had a lot of potential but it did not meet my requirements.
169,5,Sad!
170,1,This has been the best trade deal in the history of trade deals maybe ever.
170,2,Awful.
170,3,Very poor. I regret taking part in this.
170,4,Good company to work with.
170,5,Very good experience!
171,1,10/10 would work with again.
171,2,Could not have been better!
171,3,10/10 would work with again.
171,4,Could have been much better.
171,5,Could not have been better!
172,1,10/10 would work with again.
172,2,Got everything I needed plus some more!
172,3,This space had a lot of potential but it did not meet my requirements.
172,4,Could have been much better.
172,5,Very good experience!
173,1,Very poor. I regret taking part in this.
173,2,This has been the best trade deal in the history of trade deals maybe ever.
173,3,This space had a lot of potential but it did not meet my requirements.
173,4,Could not have been better!
173,5,This space had a lot of potential but it did not meet my requirements.
174,1,It was fine. Nothing special.
174,2,Got everything I needed plus some more!
174,3,Average experience.
174,4,Met my requirements just fine.
174,5,Awful.
175,1,Good.
175,2,Worst warehouse ever.
175,3,Sad!
175,4,Sad!
175,5,Average experience.
176,1,Sad!
176,2,Good company to work with.
176,3,This space had a lot of potential but it did not meet my requirements.
176,4,This experience was terrible.
176,5,10/10 would work with again.
177,1,Very poor. I regret taking part in this.
177,2,Met my requirements just fine.
177,3,Good company to work with.
177,4,Very good experience!
177,5,10/10 would work with again.
178,1,It was fine. Nothing special.
178,2,10/10 would work with again.
178,3,Everything was satisfactory.
178,4,Got everything I needed plus some more!
178,5,Very good experience!
179,1,Could have been much better.
179,2,10/10 would work with again.
179,3,Amazing experience!
179,4,Bad company to work with. I would not do so again.
179,5,Good company to work with.
180,1,Everything was satisfactory.
180,2,Good.
180,3,Met my requirements just fine.
180,4,Amazing experience!
180,5,Could have been much better.
181,1,This space had a lot of potential but it did not meet my requirements.
181,2,Met my requirements just fine.
181,3,Everything was satisfactory.
181,4,Could have been much better.
181,5,Met my requirements just fine.
182,1,Met my requirements just fine.
182,2,It was fine. Nothing special.
182,3,Got everything I needed plus some more!
182,4,Awful.
182,5,Sad!
183,1,Sad!
183,2,Very poor. I regret taking part in this.
183,3,Could have been much better.
183,4,Met my requirements just fine.
183,5,10/10 would work with again.
184,1,Could not have been better!
184,2,Awful.
184,3,This experience was terrible.
184,4,Very good experience!
184,5,Bad company to work with. I would not do so again.
185,1,Good company to work with.
185,2,Good.
185,3,Bad company to work with. I would not do so again.
185,4,Did not have a good time.
185,5,Bad company to work with. I would not do so again.
186,1,Amazing experience!
186,2,This space had a lot of potential but it did not meet my requirements.
186,3,Worst warehouse ever.
186,4,Average experience.
186,5,Amazing experience!
187,1,Worst warehouse ever.
187,2,Sad!
187,3,Amazing experience!
187,4,It was fine. Nothing special.
187,5,This space had a lot of potential but it did not meet my requirements.
188,1,Awful.
188,2,This space had a lot of potential but it did not meet my requirements.
188,3,Very good experience!
188,4,10/10 would work with again.
188,5,Could not have been better!
189,1,This has been the best trade deal in the history of trade deals maybe ever.
189,2,Did not have a good time.
189,3,This space had a lot of potential but it did not meet my requirements.
189,4,Could have been much better.
189,5,Awful.
190,1,Amazing experience!
190,2,Very good experience!
190,3,This space had a lot of potential but it did not meet my requirements.
190,4,Awful.
190,5,Awful.
191,1,Worst warehouse ever.
191,2,This space had a lot of potential but it did not meet my requirements.
191,3,Good.
191,4,Good.
191,5,This space had a lot of potential but it did not meet my requirements.
192,1,Met my requirements just fine.
192,2,Good company to work with.
192,3,Everything was satisfactory.
192,4,Did not have a good time.
192,5,Did not have a good time.
193,1,Awful.
193,2,This experience was terrible.
193,3,Everything was satisfactory.
193,4,Sad!
193,5,Everything was satisfactory.
194,1,Worst warehouse ever.
194,2,Got everything I needed plus some more!
194,3,This space had a lot of potential but it did not meet my requirements.
194,4,Could not have been better!
194,5,Amazing experience!
195,1,Sad!
195,2,Got everything I needed plus some more!
195,3,Good company to work with.
195,4,Average experience.
195,5,Could not have been better!
196,1,Average experience.
196,2,Good company to work with.
