48,732,2013-07-14,2015-03-13,477130.078645161,dry and liquid goods
49,669,2016-11-14,2017-11-21,49427.28,personal items
49,745,2018-10-15,2019-04-17,24447.9019354839,forklifts
49,787,2019-09-29,2020-05-31,32552.9129032258,bulk and packaged goods
49,819,2020-11-11,2021-11-04,47567.1135483871,machine parts
50,610,2013-05-07,2014-01-19,31854.4867741936,forklifts
50,768,2014-02-23,2015-01-25,41646.3329032258,trucks
50,992,2015-02-08,2015-08-26,24665.5364516129,goods under customs control
52,352,2015-08-29,2016-11-22,85781.2911290323,containers
54,587,2018-11-29,2020-04-29,210572.390564516,dangerous
55,1000,2015-10-14,2016-01-28,38335.059,chickens
56,736,2013-05-19,2013-12-30,91213.2290322581,trucks
57,708,2016-10-18,2017-12-12,219548.435806452,forklifts
57,485,2018-02-22,2018-09-03,100887.733596774,glass
58,752,2018-08-29,2018-11-11,10697.8111935484,telecommunication equipment
58,716,2019-05-08,2019-10-27,24865.1827741936,dangerous
59,354,2013-08-17,2014-06-08,125738.516129032,personal items
59,505,2015-01-24,2015-10-13,111672.851612903,forklifts
59,751,2015-11-14,2016-04-29,71180.7870967742,equipment
60,369,2018-03-31,2018-07-10,56306.0843709677,packaged foods and chocolate items
60,360,2018-12-05,2019-07-25,129336.748258065,trucks
61,631,2015-09-01,2017-02-13,140388.212322581,printed materials
62,576,2018-11-10,2019-09-08,94470.2274193549,textiles
62,788,2020-04-15,2020-09-13,47235.1137096774,glass
63,410,2015-03-09,2016-02-26,61487.5732258065,dangerous
64,873,2013-07-15,2013-12-24,64828.1827741936,dangerous
65,694,2014-02-02,2015-04-28,124543.226612903,printed materials
66,539,2013-07-17,2013-11-17,33826.843016129,glass
67,973,2013-12-18,2014-06-09,42782.9697580645,packaged foods and chocolate items
67,788,2014-10-26,2015-01-22,21762.435483871,spare parts
68,942,2014-04-25,2015-10-05,140165.911741935,dangerous
68,776,2015-12-29,2016-07-29,56544.2030322581,dry and liquid goods
68,500,2016-12-23,2017-10-28,82028.9142580645,glass
69,370,2016-09-21,2018-01-31,230095.448709677,household and industrial appliances
70,989,2015-12-17,2016-02-16,15574.0674193548,packaged foods and chocolate items
71,547,2014-08-11,2015-03-06,118339.502806452,spare parts
72,638,2018-04-22,2019-01-27,43292.8277419355,chickens
73,841,2013-03-31,2013-04-26,10597.1202580645,telecommunication equipment
73,430,2013-07-10,2013-08-13,13857.7726451613,spare parts
73,856,2014-02-07,2014-07-19,66028.2108387097,personal items
74,907,2018-07-16,2018-09-22,46877.0481290323,electronics
74,742,2019-03-17,2019-09-08,120639.462096774,medical supplies
74,662,2020-06-01,2020-07-18,32400.3126774194,dangerous
74,742,2021-01-03,2021-11-25,224734.083677419,glass
76,391,2016-06-27,2017-01-11,54392.2734193548,cosmetics and personal hygiene products
76,631,2017-08-14,2017-09-10,7417.12819354839,personal items
76,728,2017-09-28,2018-03-01,42305.1015483871,stationery
77,742,2014-06-10,2015-03-11,87887.7096774194,spare parts
79,805,2016-10-04,2017-04-27,57744.4925806452,trucks
80,804,2017-05-10,2017-10-10,41516.8313225806,dry and liquid goods
80,731,2017-10-14,2017-12-17,17366.5176774194,electronics
81,659,2017-12-18,2019-11-25,340965.665419355,machine parts
81,641,2020-06-01,2021-04-29,160114.004129032,equipment
83,577,2016-05-08,2017-04-27,191176.101290323,textiles
85,549,2015-01-08,2016-10-22,155571.773225806,medical supplies
85,611,2016-10-26,2016-12-28,15009.2216129032,forklifts
85,567,2017-01-30,2017-06-05,30018.4432258065,textiles
86,469,2018-02-17,2018-12-28,134551.101774194,packaged foods and chocolate items
89,998,2016-04-24,2018-01-27,53772.4306451613,printed materials
89,942,2018-03-11,2019-01-04,25004.5983870968,equipment
89,902,2019-01-23,2019-04-01,5686.66451612903,personal items
90,369,2018-09-15,2019-09-02,119178.116129032,machine parts
90,915,2019-09-23,2019-10-22,9818.65161290322,containers
91,361,2014-05-08,2014-06-18,37795.9002580645,personal items
91,396,2014-11-09,2014-12-29,46092.5612903226,vehicle parts
92,883,2018-03-28,2019-05-03,51797.2993548387,trucks
94,627,2018-03-26,2019-03-18,91091.4520645161,electronics
94,495,2019-03-31,2019-05-02,8165.06012903226,stationery
94,671,2019-10-20,2020-05-24,55369.314,medical supplies
95,715,2018-11-09,2019-06-28,130534.776580645,dry and liquid goods
95,470,2019-10-02,2020-07-19,164439.913354839,containers
96,719,2016-05-02,2016-05-28,6785.12438709677,equipment
96,645,2016-08-16,2016-09-21,9394.78761290322,vehicle parts
97,848,2013-02-17,2014-09-28,76365.4093548387,cosmetics and personal hygiene products
97,747,2015-01-01,2015-11-10,40650.2944354839,electronics
97,542,2016-01-23,2016-03-30,8701.50072580645,textiles
97,846,2016-03-31,2017-02-25,42988.0110483871,personal items
101,845,2014-04-23,2015-10-30,206229.585483871,glass
101,376,2015-12-31,2016-12-24,133398.957096774,equipment
101,816,2017-11-14,2018-05-30,73202.2132258065,equipment
102,924,2013-09-28,2014-08-28,93679.0971290323,trucks
103,681,2015-04-16,2016-12-02,146735.969032258,bulk and packaged goods
103,813,2017-01-10,2017-07-31,49732.6606451613,equipment
104,561,2018-09-17,2019-10-30,156450.298064516,machine parts
104,710,2020-02-07,2020-09-13,83976.9982258064,personal items
105,839,2013-06-12,2014-03-21,43484.6729032258,trucks
105,786,2014-07-27,2015-02-09,30377.5906451613,stationery
105,936,2015-04-03,2015-06-17,11565.0725806452,textiles
107,768,2017-01-27,2018-06-28,95639.6632258065,personal items
108,478,2017-05-26,2019-04-21,112867.843064516,electronics
109,839,2013-07-23,2014-08-27,58633.0838709677,personal items
109,491,2015-01-17,2015-10-19,40310.2451612903,spare parts
110,712,2018-04-15,2019-03-06,81012.8600806452,trucks
114,615,2016-03-29,2016-04-13,2749.36064516129,printed materials
114,917,2016-06-19,2016-12-08,31526.0020645161,dangerous
115,469,2014-12-13,2015-08-17,80339.9370967742,trade fair and exhibition exhibits
115,617,2016-02-10,2016-04-01,16588.4080645161,forklifts
117,568,2018-07-30,2019-05-28,83299.3058709677,trucks
119,675,2018-09-02,2020-02-09,184411.618548387,machine parts
121,764,2018-01-06,2019-06-16,262375.994322581,glass
122,987,2015-01-25,2016-10-29,135951.688645161,electronics
122,372,2017-03-29,2017-10-07,40595.216516129,stationery
123,901,2018-08-08,2019-08-08,112179.747580645,machine parts
123,942,2019-09-15,2020-02-05,43949.8737096774,cosmetics and personal hygiene products
123,769,2020-06-01,2020-12-05,57472.9117741936,stationery
124,611,2015-01-23,2015-11-12,100896.000822581,chickens
124,552,2016-03-16,2016-07-26,45454.8536129032,stationery
124,980,2016-12-31,2017-10-09,97108.0963548387,chickens
126,986,2018-11-01,2020-06-01,82399.9876451613,goods under customs control
127,612,2018-07-08,2018-10-23,36406.945016129,stationery
127,975,2019-01-10,2019-09-27,88465.4738709677,trucks
128,402,2013-02-15,2013-10-18,24917.7329032258,medical supplies
128,846,2014-02-12,2014-06-17,12713.1290322581,cosmetics and personal hygiene products
130,992,2015-03-08,2016-04-27,87478.3587096774,household and industrial appliances
131,706,2014-07-22,2016-02-02,198242.872258065,telecommunication equipment
132,942,2015-04-13,2016-03-21,57073.7837419355,machine parts
132,659,2016-11-09,2017-11-05,60068.9094193549,machine parts
132,561,2018-07-13,2018-11-11,20133.9003870968,personal items
133,632,2014-06-18,2016-01-27,159912.176516129,chickens
135,927,2016-11-22,2017-10-11,50413.5534677419,textiles
136,795,2017-07-19,2018-03-25,65222.7507580645,household and industrial appliances
136,891,2018-07-18,2019-01-01,43743.7725967742,bulk and packaged goods
137,594,2017-04-04,2018-02-12,86818.3056774193,equipment
138,876,2016-09-13,2018-04-22,212182.433806452,machine parts
139,920,2013-04-01,2013-12-06,122367.371225806,dangerous
142,560,2013-04-06,2014-01-09,104181.746516129,printed materials
142,980,2014-09-30,2015-05-07,82071.2319677419,medical supplies
143,968,2016-07-30,2016-12-25,45650.7050322581,goods under customs control
144,914,2014-09-16,2014-10-01,8661.38225806452,equipment
144,672,2015-02-01,2015-10-05,142046.669032258,personal items
145,379,2017-11-23,2018-06-19,119904.27716129,goods under customs control
145,750,2018-07-17,2019-06-11,189656.284548387,vehicle parts
145,892,2019-08-24,2020-05-14,152186.197935484,printed materials
145,673,2020-07-28,2020-10-31,54763.9727419355,electronics
147,889,2016-03-19,2016-10-03,34291.026,cosmetics and personal hygiene products
147,884,2016-10-07,2017-08-24,55593.027,bulk and packaged goods
147,571,2018-07-01,2019-01-24,35849.709,telecommunication equipment
148,667,2015-05-13,2015-07-24,18827.424,chickens
149,760,2013-09-06,2013-11-27,15074.388,printed materials
149,972,2014-01-24,2014-06-19,26839.764,textiles
151,703,2015-02-25,2015-10-13,62063.2408064516,vehicle parts
151,635,2016-01-06,2016-03-26,21587.2141935484,electronics
152,874,2017-10-18,2018-04-03,95351.4836129032,trade fair and exhibition exhibits
152,682,2018-04-09,2018-07-22,59380.5646451613,printed materials
153,491,2013-07-17,2014-07-29,78839.0183225806,personal items
154,461,2014-05-23,2015-01-01,78013.9459354839,dry and liquid goods
154,385,2015-01-03,2015-03-10,23089.3292903226,dangerous
155,651,2017-07-14,2018-03-07,134925.021677419,packaged foods and chocolate items
156,880,2014-09-14,2014-11-15,9440.109,printed materials
157,420,2013-04-02,2013-06-19,30187.8116129032,equipment
158,795,2018-07-31,2020-07-16,152465.04,dangerous
159,409,2016-08-24,2018-01-03,303268.919032258,chickens
159,672,2018-04-30,2019-03-30,203806.476774194,chickens
159,705,2020-01-28,2020-08-10,118988.811290323,trade fair and exhibition exhibits
160,918,2015-05-01,2015-08-16,26111.5896774194,personal items
160,891,2016-01-18,2017-01-05,86143.8425806452,printed materials
162,595,2015-10-25,2016-06-30,80692.8315967742,glass
163,368,2015-09-15,2016-07-11,99987.0967741936,dry and liquid goods
164,393,2014-12-15,2016-08-20,347112.303096774,textiles
164,478,2016-09-02,2017-05-16,144724.347870968,textiles
165,440,2018-06-13,2019-11-08,129663.828,containers
166,857,2016-10-26,2018-10-02,238978.380967742,textiles
166,821,2019-04-26,2019-07-07,24371.7329032258,machine parts
166,873,2020-05-14,2020-08-18,32495.6438709677,dangerous
168,359,2015-08-19,2017-07-09,260531.13483871,cosmetics and personal hygiene products
168,792,2017-07-25,2017-12-31,60035.4354193548,personal items
169,491,2018-07-01,2019-04-27,51459.0096774194,forklifts
169,720,2019-11-25,2020-01-04,6861.20129032258,personal items
171,937,2014-05-30,2015-04-23,109196.241677419,trucks
171,408,2015-11-17,2015-12-14,8988.71501612903,chickens
172,927,2015-12-20,2016-06-11,44311.1150322581,dry and liquid goods
174,517,2016-07-23,2017-02-24,97113.711483871,telecommunication equipment
174,431,2017-03-04,2017-09-07,84075.296516129,household and industrial appliances
175,649,2013-08-16,2014-08-18,90010.4259193548,telecommunication equipment
177,838,2014-05-08,2015-12-18,208238.1,forklifts
178,853,2018-11-22,2019-11-10,48843.300483871,dangerous
179,385,2014-04-10,2016-02-22,104128.329290323,glass
181,520,2013-02-07,2014-12-19,404354.322580645,bulk and packaged goods
181,579,2015-02-10,2015-10-16,147470.4,equipment
181,604,2015-10-21,2016-02-27,76708.3935483871,medical supplies
182,562,2016-06-30,2017-05-27,69044.283,equipment
183,488,2018-01-27,2020-01-09,269909.886580645,vehicle parts
186,658,2015-02-25,2016-09-03,191622.368903226,glass
187,449,2018-06-14,2020-03-26,79664.886,bulk and packaged goods
187,702,2020-04-13,2021-03-18,41484.4798064516,household and industrial appliances
187,943,2021-04-12,2021-11-03,25086.4848387097,trucks
187,854,2021-11-22,2022-08-22,33407.8554193548,dangerous
188,888,2015-04-06,2017-04-04,120702.822822581,equipment
188,508,2017-07-04,2018-04-26,49009.6509677419,trade fair and exhibition exhibits
188,500,2018-09-06,2019-03-04,29637.592983871,bulk and packaged goods
188,660,2019-03-18,2020-03-02,57950.6008064516,chickens
189,792,2018-08-05,2020-03-16,119696.808,machine parts
189,631,2020-04-04,2021-02-28,67062.7277419355,forklifts
189,856,2021-07-16,2022-03-23,50805.0967741936,personal items
189,352,2022-05-10,2022-09-19,26825.0910967742,cosmetics and personal hygiene products
190,387,2015-06-07,2015-11-03,25442.6055483871,stationery
190,456,2015-12-07,2015-12-29,3756.62632258065,machine parts
190,994,2016-01-13,2016-03-09,9562.3215483871,vehicle parts
190,517,2016-06-01,2016-09-24,19636.9103225806,personal items
190,598,2016-11-01,2017-07-27,45762.5388387097,equipment
191,831,2013-12-08,2015-02-19,171729.627096774,medical supplies
192,655,2017-05-18,2018-11-28,208699.918112903,personal items
193,832,2018-06-03,2018-07-24,4863.30735483871,stationery
193,475,2018-12-01,2019-08-10,24030.4598709677,packaged foods and chocolate items
193,444,2019-09-05,2019-09-24,1811.82038709677,trucks
194,757,2013-10-10,2014-10-24,102273.791854839,household and industrial appliances
196,832,2016-10-17,2017-01-17,14009.4929032258,equipment
197,391,2014-09-13,2016-07-16,196982.579612903,equipment
198,786,2016-12-09,2017-04-02,26634.447,packaged foods and chocolate items
198,687,2017-04-24,2017-12-15,54904.3425,vehicle parts
198,486,2017-12-29,2018-04-03,22195.3725,dangerous
199,797,2015-06-24,2017-01-23,75561.5171612903,vehicle parts
199,957,2017-05-08,2017-10-28,22577.1027096774,forklifts
199,355,2017-10-30,2018-09-01,39934.0660645161,household and industrial appliances
200,392,2018-01-26,2019-08-16,252299.343483871,containers
200,355,2019-09-16,2020-08-05,144171.053419355,forklifts
201,688,2015-02-24,2015-04-05,6875.29161290323,electronics
201,519,2015-08-09,2016-06-01,51049.0402258064,equipment
201,674,2016-12-26,2017-09-24,46751.9829677419,printed materials
201,905,2017-11-03,2018-04-24,29563.7539354839,trucks
203,580,2017-02-25,2018-06-23,95612.8259032258,personal items
204,455,2017-09-29,2018-09-27,93675.1125483871,personal items
204,695,2019-04-01,2020-02-19,83610.8442580645,trucks
204,841,2020-03-10,2021-01-21,81804.4371290323,equipment
206,976,2017-02-01,2017-07-16,43245.8825806452,personal items
207,539,2016-11-07,2018-05-20,368210.775483871,dry and liquid goods
209,545,2016-04-05,2017-02-26,48080.0758064516,household and industrial appliances
210,724,2016-11-17,2017-04-15,52611.4097419355,vehicle parts
212,811,2018-11-15,2019-03-18,14579.868483871,electronics
212,949,2019-03-31,2020-03-09,40776.2175483871,electronics
212,472,2021-01-11,2021-09-02,27737.3107741935,dry and liquid goods
215,909,2014-03-21,2014-05-15,47220.1258064516,trucks
215,823,2014-10-18,2015-05-26,188880.503225806,bulk and packaged goods
215,502,2015-11-09,2016-08-22,246403.201935484,spare parts
216,780,2017-04-01,2018-01-07,47413.2976935484,equipment
217,716,2014-11-06,2016-10-21,235720.485,trade fair and exhibition exhibits
217,783,2017-01-21,2017-03-18,18462.024,household and industrial appliances
218,748,2015-03-05,2016-09-23,380067.635612903,telecommunication equipment
219,653,2016-12-05,2017-05-22,88004.4236129032,goods under customs control
219,677,2017-08-05,2017-12-22,72813.1838225807,trucks
220,619,2013-01-08,2014-02-10,188428.953096774,bulk and packaged goods
223,607,2014-04-16,2015-05-08,45120.9729193548,household and industrial appliances
223,378,2015-11-07,2016-04-09,17955.1158387097,trucks
226,717,2014-10-30,2015-12-12,177395.741419355,equipment
226,835,2015-12-21,2016-06-05,72610.5118064516,trade fair and exhibition exhibits
228,810,2015-02-08,2016-01-29,101537.580967742,trade fair and exhibition exhibits
229,418,2018-05-04,2020-01-05,266495.730967742,personal items
229,570,2020-01-29,2020-09-19,102062.19483871,dry and liquid goods
230,824,2014-04-27,2014-09-22,96267.1418709678,bulk and packaged goods
231,897,2018-10-06,2019-10-11,64128.0658064516,textiles
234,823,2013-04-17,2013-07-29,18951.0198387097,stationery
234,709,2013-10-30,2014-08-31,56117.0975806452,personal items
236,729,2013-04-10,2015-01-30,200925.290322581,glass
236,759,2015-02-13,2016-01-17,102898.103225806,chickens
238,966,2017-11-22,2018-09-25,198031.563145161,household and industrial appliances
238,892,2019-07-07,2019-10-18,66440.557016129,packaged foods and chocolate items
241,977,2018-10-12,2018-12-29,9018.85441935484,printed materials
241,625,2019-04-22,2019-08-31,15147.0503709677,personal items
242,988,2014-06-30,2016-03-25,190898.064677419,stationery
242,355,2016-03-31,2016-05-03,9936.33459677419,bulk and packaged goods
242,582,2016-07-16,2016-10-17,28002.3975,glass
243,943,2014-12-20,2015-10-09,61357.3190322581,glass
244,415,2013-08-28,2015-04-26,69130.5056129032,personal items
244,784,2015-09-16,2016-04-09,23499.8088387097,printed materials
247,466,2016-04-15,2017-03-23,128402.576129032,forklifts
248,907,2014-06-06,2015-05-06,132621.164516129,forklifts
248,526,2015-09-01,2016-03-29,83384.564516129,electronics
248,423,2016-04-14,2016-08-31,55192.6403225806,dangerous
248,968,2017-02-08,2017-11-05,107208.725806452,packaged foods and chocolate items
250,600,2015-09-16,2016-05-04,24342.7874516129,household and industrial appliances
251,835,2014-04-29,2014-12-20,84304.8437903226,containers
251,729,2015-02-17,2015-12-06,104753.252709677,personal items
251,423,2015-12-25,2016-01-31,13273.5285967742,glass
252,686,2017-01-19,2018-11-12,227768.574193548,forklifts
254,540,2015-07-03,2015-09-25,34338.6783870968,medical supplies
256,415,2017-07-17,2018-03-06,19973.3926451613,glass
256,641,2018-06-08,2018-10-03,10072.7885322581,spare parts
257,606,2014-05-19,2015-04-19,158539.398387097,containers
258,730,2018-12-04,2019-04-11,10655.2753548387,containers
259,976,2016-07-19,2018-05-25,120265.958467742,chickens
259,485,2018-10-03,2019-02-07,22627.8173709677,personal items
260,367,2016-07-08,2016-12-08,17440.164,medical supplies
261,805,2013-07-14,2014-11-01,206159.116935484,containers
262,436,2018-01-30,2018-12-24,56583.9201290323,containers
264,820,2017-01-14,2018-12-11,321440.965548387,medical supplies
264,529,2018-12-29,2019-10-07,130239.011903226,dry and liquid goods
264,418,2019-11-04,2020-10-28,165800.727919355,containers
265,428,2018-09-07,2019-10-07,99147.592983871,electronics
266,390,2014-04-15,2015-08-12,53374.7705806452,goods under customs control
268,374,2018-01-28,2019-08-22,117242.969516129,goods under customs control
268,573,2019-09-23,2020-08-07,65500.0127419355,telecommunication equipment
268,745,2021-05-21,2021-07-05,9239.81370967742,machine parts
268,775,2021-07-12,2021-09-15,13346.3975806452,vehicle parts
269,729,2016-11-15,2017-02-21,30918.1306451613,machine parts
269,882,2017-05-11,2018-03-01,92754.3919354839,telecommunication equipment
269,609,2018-11-03,2019-08-01,85498.0959677419,equipment
270,945,2014-12-01,2016-07-29,271179.565548387,cosmetics and personal hygiene products
271,465,2013-07-21,2014-09-12,99292.7717419355,bulk and packaged goods
271,595,2014-12-11,2015-06-03,41332.3978064516,forklifts
271,434,2016-02-24,2016-04-15,12114.6683225806,machine parts
273,961,2016-01-29,2017-02-27,95214.0237096774,dangerous
274,931,2017-11-22,2019-05-02,260552.335354839,household and industrial appliances
274,957,2019-05-06,2019-07-04,29225.4520645161,machine parts
276,393,2017-06-30,2019-03-09,174103.209,household and industrial appliances
277,444,2018-06-12,2019-10-16,60918.0532258065,forklifts
277,997,2019-11-05,2020-09-26,40446.6096774194,telecommunication equipment
278,840,2016-10-04,2017-02-21,69271.5212903226,household and industrial appliances
279,552,2018-10-04,2019-07-07,68900.8848387097,packaged foods and chocolate items
279,839,2020-02-17,2020-06-01,26212.2931451613,glass
279,911,2020-09-19,2021-06-05,64656.9897580645,machine parts
280,852,2013-04-16,2013-07-30,14063.1699193548,cosmetics and personal hygiene products
281,687,2014-01-12,2015-12-01,316244.814967742,trade fair and exhibition exhibits
281,693,2016-09-14,2017-08-24,158122.407483871,goods under customs control
284,403,2017-08-17,2018-03-25,87566.1387096774,forklifts
284,418,2018-06-01,2019-02-20,105079.366451613,personal items
284,875,2019-04-24,2020-04-22,144882.156774194,personal items
284,381,2020-12-06,2021-11-07,133737.375483871,electronics
285,677,2016-03-01,2016-08-10,50441.5088709677,printed materials
285,917,2016-08-28,2017-04-25,74728.1612903226,trade fair and exhibition exhibits
285,844,2017-10-15,2017-11-29,14011.5302419355,printed materials
285,781,2018-02-11,2018-06-22,40789.1213709677,forklifts
286,951,2014-02-03,2014-06-01,46315.8983225806,personal items
287,707,2017-09-15,2019-01-06,137211.041032258,packaged foods and chocolate items
287,493,2019-02-13,2019-04-02,13778.5145806452,containers
287,352,2019-04-05,2019-07-03,25547.6624516129,electronics
288,725,2015-02-16,2017-01-29,158523.498,trucks
288,561,2017-05-05,2018-01-30,60029.9361290323,dry and liquid goods
288,390,2018-10-09,2019-03-12,34239.2969032258,trucks
290,646,2014-04-23,2015-12-26,37892.4636774194,equipment
290,979,2016-06-27,2017-01-21,12878.4843870968,chickens
290,462,2017-02-02,2017-05-07,5820.08429032258,forklifts
290,736,2017-07-08,2018-03-10,15169.3686290323,trade fair and exhibition exhibits
291,550,2014-10-11,2015-06-07,30549.843483871,machine parts
292,725,2013-04-30,2014-12-31,148992.696774194,printed materials
292,963,2015-02-20,2015-08-08,41278.304516129,equipment
292,376,2015-11-19,2016-06-20,52269.5690322581,glass
292,396,2016-07-07,2016-11-13,31508.2916129032,cosmetics and personal hygiene products
293,598,2014-09-23,2016-04-30,225073.881290323,machine parts
299,391,2014-11-21,2016-01-30,80378.865,trucks
300,877,2013-07-28,2014-04-22,67522.2023225806,equipment
301,780,2016-07-02,2018-02-23,174806.549806452,printed materials
301,804,2019-02-09,2019-06-21,38393.4518709677,stationery
302,386,2017-01-10,2018-08-27,148290.710806452,vehicle parts
303,891,2015-07-23,2017-05-28,227150.945564516,glass
304,895,2016-11-06,2018-02-01,174354.567483871,containers
304,487,2018-03-16,2018-08-03,54003.6270967742,packaged foods and chocolate items
304,630,2018-08-08,2019-02-01,68276.0142580645,packaged foods and chocolate items
305,839,2017-06-10,2018-01-31,26730.029516129,packaged foods and chocolate items
307,572,2018-10-24,2020-02-17,166792.925419355,containers
308,491,2014-07-24,2015-02-09,34355.3225806452,trucks
308,465,2015-04-20,2016-03-11,55999.1758064516,equipment
308,757,2016-06-09,2017-01-15,37790.8548387097,dry and liquid goods
308,743,2017-02-12,2017-06-22,22330.9596774194,bulk and packaged goods
309,902,2018-09-11,2020-04-02,55264.5104516129,goods under customs control
309,730,2020-09-17,2021-09-12,34965.2438709677,chickens
310,884,2017-07-20,2018-03-11,32467.1150322581,medical supplies
311,660,2017-10-15,2019-04-07,271708.213451613,telecommunication equipment
311,902,2019-06-21,2020-02-20,122999.636516129,medical supplies
311,656,2020-06-15,2020-12-03,86200.5649354839,personal items
312,878,2017-08-14,2018-04-13,106183.144064516,textiles
312,371,2018-12-03,2019-05-22,74591.4648387097,household and industrial appliances
314,861,2013-08-06,2015-02-25,68047.3161290323,medical supplies
315,553,2015-11-16,2017-08-15,222721.220806452,equipment
315,870,2017-08-30,2018-07-30,116597.002741936,electronics
316,523,2015-12-27,2016-10-16,73219.6567741935,personal items
317,410,2013-04-28,2014-08-04,199595.939516129,dangerous
317,507,2015-03-30,2016-01-13,124585.802419355,vehicle parts
319,753,2013-03-20,2014-04-27,123990.7305,dangerous
320,859,2018-06-17,2020-01-16,247492.253806452,glass
321,906,2015-08-22,2016-07-01,163045.796516129,containers
322,433,2017-04-28,2017-06-16,28711.4235483871,machine parts
323,959,2014-07-27,2014-11-08,18673.9397419355,goods under customs control
324,943,2015-07-26,2017-04-22,534084.898064516,equipment
325,494,2013-03-06,2013-07-16,68882.9481290322,dangerous
325,564,2013-08-01,2014-01-29,94453.1334193548,equipment
326,983,2015-12-18,2016-01-16,7272.63870967742,textiles
326,820,2016-02-29,2016-05-11,18056.2064516129,containers
327,684,2013-07-05,2015-06-01,135296.540129032,stationery
328,413,2013-03-13,2014-05-22,125163.2025,personal items
328,507,2014-11-20,2015-04-13,41433.336,equipment
328,940,2015-07-19,2016-03-17,69631.023,personal items
