332,502 Mc Cabes Way,47353,ROSEBURG,IN,39.63,-84.92,11074
272,5708 Hwy Y,63036,FRENCH VILLAGE,MO,37.97,-90.38,35085
364,98 Eves Dr,5148,LONDONDERRY,VT,43.22,-72.8,30813
243,499 Person St,28301,EASTOVER,NC,35.05,-78.87,34010
74,758 W 12th St,32408,PANAMA CITY BEACH,FL,30.17,-85.67,17399
30,1881 Holly View Dr,23062,GLOUCESTER POINT,VA,37.26,-76.49,35502
146,666 Greenbrier Dr,22406,FREDBG,VA,38.29,-77.48,15065
67,5504 Homestead Rd,24149,FAIRVIEW,VA,37.02,-80.43,27282
210,34 Hudson St,2217,BOSTON,MA,42.35,-71.06,31795
208,624 3rd St SE,50401,PORTLAND,IA,43.15,-93.19,11028
291,197 Coal St,18705,PLAINS,PA,41.24,-75.87,29836
162,38 Pumphouse Rd,5443,LINCOLN,VT,44.13,-73.08,23530
267,388 E South St,62075,WENONAH,IL,39.3,-89.28,10469
118,503 Carbon Glow Rd,41616,DAVID,KY,37.16,-82.95,23637
392,669 E Eagle St,14240,BUFFALO,NY,42.88,-78.85,27688
143,577 Parkhill Dr,59112,MT DAKOTA UTIL CO,MT,45.79,-108.53,39525
119,6713 Brecksville Rd,44131,VALLEY VIEW,OH,41.38,-81.64,14972
323,790 Ladner St,39475,PINE RIDGE,MS,31.14,-89.4,31330
131,50 E Railroad St,46747,SALEM CENTER,IN,41.53,-85.08,22578
263,1059 Marion St,29240,COLUMBIA,SC,34,-81.03,22575
25,299 E Grand Ave,45459,WASHINGTO TWP,OH,39.77,-84.19,33650
390,16799 187th Ave NE,98072,COTTAGE LAKE,WA,47.75,-122.09,31959
177,1994 Ayers Rd,94521,CONCORD,CA,37.97,-121.96,21497
355,791 Myers Chapel Rd,28904,HAYESVILLE,NC,35.04,-83.81,35558
181,5753 Colonial Dr,34655,SEVEN SPRINGS,FL,28.24,-82.71,27535
372,1172 10th Ave E,98102,SEATTLE,WA,47.63,-122.32,37768
326,1259 W 200 S,84015,CLINTON,UT,41.11,-112.05,38203
364,612 Orchard St,18509,SCRANTON,PA,41.4,-75.66,24468
59,234 Depot Hill Rd,13833,SANITARIA SPG,NY,42.16,-75.83,38682
375,299 E Grand Ave,45415,DAYTON,OH,39.77,-84.19,29632
77,1711 Bluebonnet Place Cir,77297,CHASE BANK OF TX,TX,29.76,-95.38,14969
312,319 E Washington St,44022,SOUTH RUSSELL,OH,41.43,-81.38,34004
276,98 Rutgers Slip,10028,MANHATTAN,NY,40.71,-73.99,11539
379,80 McLean St,48203,HIGHLAND PARK,MI,42.4,-83.09,13645
100,821 SE 13th St,56401,BRAINERD,MN,46.35,-94.19,19120
50,237 E Church St,28018,SUNSHINE,NC,35.36,-81.83,23583
145,1699 Center Ave,60411,FORD HEIGHTS,IL,41.5,-87.63,28204
138,1528 John Fitch Blvd,6088,WAREHOUSE POINT,CT,41.85,-72.6,32152
207,146 Center Hill Rd,6063,PLEASANT VALLEY,CT,41.93,-72.97,22713
315,15 Henry St,1550,SOUTHBRIDGE,MA,42.08,-72.03,13263
171,60 S Prospect St,44818,BLOOMVILLE,OH,41.05,-83.01,39119
116,429 Adams St,60150,MALTA,IL,41.93,-88.86,18672
128,474 N Market St,21701,HOOD COLLEGE,MD,39.42,-77.41,30806
141,1101 Vermont Ave,83725,BOISE STATE UNIVERSITY,ID,43.6,-116.2,24815
236,75 Orchard Dr,3049,HOLLIS,NH,42.73,-71.58,13939
326,5753 Colonial Dr,34656,NEW PT RICHEY,FL,28.24,-82.71,36432
76,77 Robanette Ct,41074,DAYTON,KY,39.11,-84.46,39077
365,23898 Head of Creek Rd,21856,WHITEHAVEN,MD,38.32,-75.79,28305
393,650 Travis St,71291,DEAN CHAPEL,LA,32.51,-92.14,12023
223,301 9th St E,58854,WATFORD CITY,ND,47.8,-103.27,40734
232,532 Circle Dr,79061,OLD MOBEETIE,TX,35.53,-100.44,23059
269,122 W 3rd South St,61377,LEEDS,IL,41.05,-89.05,20570
369,9881 Tamarack Ave,91331,LOS ANGELES,CA,34.25,-118.41,19516
364,404 State Hwy 32,6254,FRANKLIN,CT,41.61,-72.14,23220
299,37 E 17th St,8006,BARNEGAT LIGHT,NJ,39.75,-74.11,27512
116,75 Mandon Dr,7470,PACKANACK LAKE,NJ,40.94,-74.24,28099
258,6067 106th St NE,58339,HANSBORO,ND,48.95,-99.38,22911
169,101 3rd Ave,58479,LEAL,ND,47.07,-98.2,19437
198,3948 Klein Ave,44224,CUYAHOGA FALLS,OH,41.17,-81.43,35117
26,1689 N Belle St,92406,SN BERNRDNO,CA,34.13,-117.28,23535
65,700 Windsor St,19508,ROBESON,PA,40.26,-75.81,14653
110,281 S Spring Garden St,19002,PROSPECTVILLE,PA,40.15,-75.22,39609
359,1162 Forrest St,40224,LOUISVILLE,KY,38.22,-85.74,14636
333,575 S Walnut Ave,73117,OKLAHOMA CITY,OK,35.46,-97.51,28470
331,805 S Main St,48380,MILFORD,MI,42.58,-83.6,12995
100,1827 Main St,90407,SANTA MONICA,CA,34.01,-118.49,20701
40,19645 State Hwy 12F,13615,PADDY HILL,NY,44,-75.98,20422
297,779 W Vernon Ave,28504,KINSTON,NC,35.27,-77.59,35752
43,128 Pinedale Rd,32713,DEBARY,FL,28.88,-81.32,31677
114,3511 S Leavitt St,60626,CHICAGO,IL,41.83,-87.68,19393
178,870 Dows St,57030,GARRETSON,SD,43.71,-96.5,27035
89,488 Martin Blvd,48630,HOUGHTON LAKE HEIGHTS,MI,44.27,-84.76,21420
220,1650 Minnesota Ave,54492,STEVENS POINT,WI,44.52,-89.56,31566
322,12976 Co Rd 43,35176,VANDIVER,AL,33.48,-86.5,27190
318,766 Kellogg St SE,49518,KENTWOOD,MI,42.96,-85.65,13870
186,9 Park Ln Pl,11758,NORTH MASSAPEQUA,NY,40.66,-73.47,35448
113,698 Monroe Ave,82935,GREEN RIVER,WY,41.51,-109.46,38665
226,1 Casablanca Ct,12065,HALFMOON,NY,42.85,-73.8,39794
205,84 Stapleton Rd,1111,MASS MUTUAL LIFE INS CO,MA,42.11,-72.53,26791
80,1533 Trace Creek-Marion Ridge Rd,45696,WILLOW WOOD,OH,38.59,-82.45,35211
274,4897 State Hwy 401,40145,HUDSON,KY,37.65,-86.28,21293
337,747 N Park Ave,31793,TIFTON,GA,31.46,-83.51,25641
266,1834 Kennedy Dr,29020,DUSTY BEND,SC,34.26,-80.61,29601
138,109 S 12th St,19188,HOSIERY CORP OF AMERICA,PA,39.95,-75.16,30738
21,698 Saint Clair Ave,43279,COLUMBUS,OH,39.98,-82.98,38632
275,56 Cypress Ln,11967,SMITH POINT,NY,40.79,-72.87,11783
80,666 Greenbrier Dr,22407,FREDERICKSBURG,VA,38.29,-77.48,23248
294,512 E Hanna St,46725,TRI LAKES,IN,41.15,-85.48,11461
299,566 S Jefferson Ave,38506,COOKEVL,TN,36.15,-85.5,23387
112,1697 Cofrin Dr,54302,PREBLE,WI,44.52,-87.98,16607
363,312 E Wapakoneta St,45896,WAYNESFIELD,OH,40.6,-83.97,13913
291,298 Van Buren Ave,32746,HEATHROW,FL,28.75,-81.33,36170
104,84 Oak St,44076,ORWELL,OH,41.53,-80.85,22983
147,14561 Cam del Norte,92199,SAN DIEGO,CA,32.99,-117.07,10948
32,2699 Taylor Rd,92413,DEL ROSA,CA,34.14,-117.25,34601
190,2738 Saint Marys St,27634,N C DEPT REVENUE,NC,35.82,-78.65,13715
75,297 N Alabama Rd,77488,BURR,TX,29.31,-96.09,17131
258,359 Fire Island Ave,11702,BABYLON,NY,40.69,-73.32,13798
166,5468 Yolanda Ave,91357,TARZANA,CA,34.17,-118.54,30590
49,401 Truman Pkwy,2136,HYDE PARK,MA,42.26,-71.11,20890
313,780 Caswell St,2718,TAUNTON,MA,41.87,-71.01,23125
282,1672 N St,47421,BEDFORD HEIGHTS,IN,38.86,-86.49,11103
22,476 Mortimer St,28657,SPEAR,NC,36.08,-81.92,27024
75,1697 Cofrin Dr,54311,BELLEVUE,WI,44.52,-87.98,25102
53,1218 Mahoning Mountain Rd,18212,ASHFIELD,PA,40.81,-75.72,39264
22,656 E Catherine St,17201,RED BRIDGE,PA,39.93,-77.65,10640
321,3 Foothill Rd,89430,SMITH,NV,38.8,-119.32,22751
112,1807 Mill Ct,52732,CLINTON,IA,41.84,-90.23,26871
223,399 S Holloway St,47882,LAKE SULLIVAN,IN,39.09,-87.4,24441
103,118 W Brooklyn Ave,37096,FLATWOODS,TN,35.61,-87.84,39066
290,30270 Fooks Ln,21890,EASTERN CORRECTIONAL INST,MD,38.12,-75.7,38295
161,50 Linden Ln,11968,SOUTHAMPTON,NY,40.88,-72.39,28404
318,4414 Old Hamilton Mill Rd,30515,BUFORD,GA,34.11,-83.99,39669
321,532 E 9th St,57580,WEAVER,SD,43.37,-99.85,17460
101,201 SW Mission Rd,64064,LEES SUMMIT,MO,38.91,-94.38,31133
10,4617 E 106th St,90002,AUGUST F. HAW,CA,33.94,-118.24,30999
104,378 W 17th St,72198,NORTH LITTLE ROCK,AR,34.77,-92.27,37061
167,2302 10th Ave S,55411,MINNEAPOLIS,MN,44.96,-93.26,17305
8,435 Mount Pleasant Ave,7983,WHIPPANY,NJ,40.82,-74.41,33842
312,98 Rutgers Slip,10001,GREELEY SQUARE,NY,40.71,-73.99,38282
195,1923 McGee St,64188,KS CITY,MO,39.09,-94.58,36858
336,5099 Leota Ct,89150,LAS VEGAS,NV,36.12,-115.21,19754
205,699 Washington St,80743,OTIS,CO,40.14,-102.96,32112
312,1788 Wall St,90015,DOWTOWN CARRIER ANNEX,CA,34.03,-118.26,20045
357,98 Rutgers Slip,10107,MANHATTAN,NY,40.71,-73.99,21590
12,4345 N Wyss Ln,61614,PEORIA,IL,40.74,-89.6,11000
39,1198 New St,62274,PINCKNEYVILLE,IL,38.07,-89.38,23852
249,938 Washington Heights Ter NW,30388,ATL,GA,33.76,-84.42,24195
93,3101 1st Ave S,35231,BIRMINGHAM,AL,33.52,-86.79,35949
194,298 Boone St N,57256,ORTLEY,SD,45.33,-97.2,17690
30,653 Leewood Dr,72512,FRANKLIN,AR,36.22,-91.74,27190
250,30555 29th Ave S,98580,ROY,WA,46.98,-122.47,27655
90,5830 Hawkins Corners Rd,13363,STOKES,NY,43.3,-75.51,15305
71,5119 Schatulga Rd,31997,AT&T UNIVERSAL CARD SERVICE,GA,32.51,-84.87,34536
133,2501 Wharton St,15216,PGH,PA,40.43,-79.97,31314
13,3190 Independence Rd,44112,CLEVELAND,OH,41.47,-81.67,24105
245,217-1 94th Ave,11429,QUEENS VILLAGE,NY,40.72,-73.74,34310
177,53 Slate Rd,1021,CHICOPEE,MA,42.17,-72.57,21618
292,327 Hoyle Ave,36507,BROMLEY,AL,30.88,-87.77,13944
373,18731 Hwy T14,52574,GARFIELD,IA,40.77,-92.94,34054
296,211 Dickson St,46218,INDIANAPOLIS,IN,39.77,-86.14,22421
314,273 E 2nd St,8016,BURLINGTON CITY,NJ,40.07,-74.85,31088
162,540 Woodland Way,29622,ANDERSON,SC,34.51,-82.64,23170
84,698 Saint Clair Ave,43204,VALLEYVIEW,OH,39.98,-82.98,23765
91,411 Holland St,29169,WESTOVER ACRES,SC,33.99,-81.08,22024
203,8600 W Benview Dr,89164,LAS VEGAS,NV,36.12,-115.28,37726
90,4435 Delaware Rd,66732,ELSMORE,KS,37.79,-95.14,34050
114,731 S Spring Ave,63133,GREENDALE,MO,38.63,-90.24,11134
386,4616 Bluff Dr,28459,SHALLOTTE,NC,33.97,-78.38,10077
177,2255 N 37th St,53214,W MILWAUKEE,WI,43.06,-87.96,38908
177,6046 Hemlock Dr,13367,HARRISBURG,NY,43.78,-75.48,26169
343,352 Texas St,52620,BONAPARTE,IA,40.7,-91.8,11929
244,2 Red River St,78733,BEE CAVE,TX,30.26,-97.74,24983
266,28 S Stockton St,8691,TRENTON,NJ,40.22,-74.76,11868
234,529 S Liberty St,47304,MUNCIE,IN,40.19,-85.39,16191
125,33 Baxter Rd,12571,MILAN,NY,41.99,-73.87,12974
8,12990 Palisade St,96161,GLENSHIRE,CA,39.33,-120.24,35260
364,24290 Vista Ridge Dr,91385,SANTA CLARITA,CA,34.38,-118.56,24594
108,3101 1st Ave S,35285,S S PAYMENT CTR,AL,33.52,-86.79,38766
365,1898 Queens Rd,28212,CHARLOTTE,NC,35.19,-80.83,24749
293,473 E Patten St,54726,BOYD,WI,44.95,-91.04,32200
373,594 Winding Rd,11804,OLD BETHPAGE,NY,40.75,-73.45,15599
203,2425 Van Buren St,76305,DEAN,TX,33.89,-98.51,20665
97,4785 Meldrum Rd,48064,CASCO TOWNSHIP,MI,42.76,-82.67,16458
180,469 Shawneehaw Ave,28604,FOSCOE,NC,36.16,-81.87,32569
392,57 McKim Dr,41051,WHITE TOWER,KY,38.95,-84.54,12908
12,21970 Moscow Rd,95486,SHERIDAN,CA,38.47,-123.03,14176
227,570 S 10th St,17512,COLUMBIA,PA,40.03,-76.49,35856
260,14296 Tahoe View Dr,95945,UNION HILL,CA,39.18,-120.98,12564
229,186 S Church St,29391,DUNCAN,SC,34.93,-82.14,11750
263,899 Bridge St,53962,UNION CENTER,WI,43.68,-90.26,40636
144,551 E Hopkins St,61326,GRANVILLE,IL,41.26,-89.22,30543
374,11044 SE Stephens St,97216,PORTLAND,OR,45.51,-122.55,11980
90,760 S Cedar St Exd,28383,RAYNHAM,NC,34.53,-79.29,15630
297,1037 Gap Run Rd,20130,PARIS,VA,39,-77.95,14101
352,3187 E Wren Rd,62420,CASEY,IL,39.3,-87.98,16404
360,2652 la Presa Ave,91772,SO CAL EDISON CO,CA,34.06,-118.08,27540
