72341,63021,STANDARD,SHERMAN,MO,NOT ACCEPTABLE,38.59,-90.55,-0.00754,-0.78,0.62,NA,US,"Sherman, MO",NA-US-MO-SHERMAN,FALSE,27874,50402,1651341754,,329,Sweetcreek Dr
21519,37241,UNIQUE,REGIONS BANK,TN,NOT ACCEPTABLE,36.17,-86.78,0.04,-0.8,0.59,NA,US,"Regions Bank, TN",NA-US-TN-REGIONS BANK,FALSE,NA,NA,NA,,673,2nd Ave N
36205,68977,STANDARD,STAMFORD,NE,PRIMARY,40.13,-99.59,-0.12,-0.75,0.64,NA,US,"Stamford, NE",NA-US-NE-STAMFORD,FALSE,NA,NA,NA,,198,Niobrara Ave
10082,11951,STANDARD,VILLAGE OF MASTIC BEACH,NY,NOT ACCEPTABLE,40.76,-72.84,0.22,-0.72,0.65,NA,US,"Village Of Mastic Beach, NY",NA-US-NY-VILLAGE OF MASTIC BEACH,FALSE,6043,10520,238220390,,120,McKinley Dr
50421,31418,PO BOX,SAVANNAH,GA,PRIMARY,32.08,-81.1,0.13,-0.83,0.53,NA,US,"Savannah, GA",NA-US-GA-SAVANNAH,FALSE,358,582,11707255,,562,W Youmans St
5473,5403,STANDARD,S BTV,VT,NOT ACCEPTABLE,44.44,-73.21,0.2,-0.68,0.7,NA,US,"S Btv, VT",NA-US-VT-S BTV,FALSE,9800,15655,431304154,,1064,Shelburne Rd
25429,41041,STANDARD,FLEMINGSBURG,KY,PRIMARY,38.42,-83.73,0.08,-0.77,0.62,NA,US,"Flemingsburg, KY",NA-US-KY-FLEMINGSBURG,FALSE,3009,5645,84420313,,253,E Water St
49285,32548,STANDARD,OKALOOSA IS,FL,ACCEPTABLE,30.42,-86.61,0.05,-0.86,0.5,NA,US,"Okaloosa Is, FL",NA-US-FL-OKALOOSA IS,FALSE,10439,16634,283253690,,23,Hughes St NE
62271,77061,STANDARD,HOUSTON,TX,PRIMARY,29.76,-95.38,-0.08,-0.86,0.49,NA,US,"Houston, TX",NA-US-TX-HOUSTON,FALSE,8894,16149,248519312,,1711,Bluebonnet Place Cir
36627,80917,STANDARD,CO SPGS,CO,NOT ACCEPTABLE,38.86,-104.76,-0.19,-0.75,0.62,NA,US,"Co Spgs, CO",NA-US-CO-CO SPGS,FALSE,13514,22923,451955386,,1927,Berkshire Ln
8180,8902,STANDARD,NORTH BRUNSWICK,NJ,PRIMARY,40.45,-74.48,0.2,-0.73,0.64,NA,US,"North Brunswick, NJ",NA-US-NJ-NORTH BRUNSWICK,FALSE,19823,34952,1091723370,,743,Myrtle Rd
26129,45458,STANDARD,CENTERVILLE,OH,ACCEPTABLE,39.77,-84.19,0.07,-0.76,0.63,NA,US,"Centerville, OH",NA-US-OH-CENTERVILLE,FALSE,15256,26491,846581109,,299,E Grand Ave
13195,8096,STANDARD,DEPTFORD TOWNSHIP,NJ,NOT ACCEPTABLE,39.83,-75.15,0.19,-0.74,0.64,NA,US,"Deptford Township, NJ",NA-US-NJ-DEPTFORD TOWNSHIP,FALSE,17291,29504,766997232,,298,S Maple St
4253,4033,UNIQUE,FREEPORT,ME,PRIMARY,43.85,-70.1,0.24,-0.67,0.69,NA,US,"Freeport, ME",NA-US-ME-FREEPORT,FALSE,NA,NA,NA,,2,Quarry Ln
64974,46803,STANDARD,FORT WAYNE,IN,PRIMARY,41.07,-85.13,0.06,-0.75,0.65,NA,US,"Fort Wayne, IN",NA-US-IN-FORT WAYNE,FALSE,3791,6491,65483891,,1776,S Monroe St
4801,4575,PO BOX,W BOOTHBAY HA,ME,ACCEPTABLE,43.85,-69.65,0.25,-0.67,0.69,NA,US,"W Boothbay Ha, ME",NA-US-ME-W BOOTHBAY HA,FALSE,NA,NA,NA,,398,Lakeside Dr
63613,76544,STANDARD,MONTAGUE VILLAGE,TX,NOT ACCEPTABLE,31.09,-97.71,-0.11,-0.84,0.51,NA,US,"Montague Village, TX",NA-US-TX-MONTAGUE VILLAGE,FALSE,10048,20511,231668934,,3098,Illinois Ave
20414,24884,STANDARD,SQUIRE,WV,PRIMARY,37.26,-81.56,0.11,-0.78,0.6,NA,US,"Squire, WV",NA-US-WV-SQUIRE,FALSE,NA,NA,NA,,201,Nunley Rd
46340,92159,PO BOX,SAN DIEGO,CA,PRIMARY,32.8,-117.03,-0.38,-0.74,0.54,NA,US,"San Diego, CA",NA-US-CA-SAN DIEGO,FALSE,339,504,10174165,,7744,Lake Tahoe Ave
46921,90501,STANDARD,TORRANCE,CA,PRIMARY,33.83,-118.31,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,18738,33170,808795012,,21899,S Western Ave
48953,96808,PO BOX,HON,HI,NOT ACCEPTABLE,21.3,-157.85,-0.86,-0.35,0.36,NA,US,"Hon, HI",NA-US-HI-HON,FALSE,NA,NA,NA,,889,Ward Ave
45736,93581,PO BOX,TEHACHAPI,CA,PRIMARY,35.13,-118.44,-0.38,-0.71,0.57,NA,US,"Tehachapi, CA",NA-US-CA-TEHACHAPI,FALSE,994,1753,36468114,,550,E F St
65173,46323,STANDARD,HESSVILLE,IN,NOT ACCEPTABLE,41.62,-87.49,0.03,-0.74,0.66,NA,US,"Hessville, IN",NA-US-IN-HESSVILLE,FALSE,10211,17476,315377824,,1446,Kosciusko Blvd
75382,22192,STANDARD,PRINCE WILLIAM,VA,ACCEPTABLE,38.63,-77.26,0.17,-0.76,0.62,NA,US,"Prince William, VA",NA-US-VA-PRINCE WILLIAM,FALSE,25530,45434,1537545053,,1499,Arkansas Ct
10955,13337,STANDARD,OAKSVILLE,NY,NOT ACCEPTABLE,42.71,-74.98,0.19,-0.7,0.67,NA,US,"Oaksville, NY",NA-US-NY-OAKSVILLE,FALSE,418,741,18943072,,183,Allison Rd
16745,17236,STANDARD,MARKES,PA,NOT ACCEPTABLE,39.83,-77.9,0.16,-0.75,0.64,NA,US,"Markes, PA",NA-US-PA-MARKES,FALSE,4142,7396,146791830,,63,Church St
51139,33025,STANDARD,PEMBROKE PINES,FL,ACCEPTABLE,26.02,-80.16,0.15,-0.88,0.43,NA,US,"Pembroke Pines, FL",NA-US-FL-PEMBROKE PINES,FALSE,27133,45312,960413058,,2638,Hayes St
57996,71901,STANDARD,FOUNTAIN LAKE,AR,ACCEPTABLE,34.5,-93.05,-0.04,-0.82,0.56,NA,US,"Fountain Lake, AR",NA-US-AR-FOUNTAIN LAKE,FALSE,11684,20695,338107452,,101,Washington St
15723,17312,PO BOX,CRALEY,PA,PRIMARY,39.95,-76.54,0.17,-0.74,0.64,NA,US,"Craley, PA",NA-US-PA-CRALEY,FALSE,NA,NA,NA,,924,Taylor Rd
77511,27371,STANDARD,MORATOCK,NC,NOT ACCEPTABLE,35.36,-79.89,0.14,-0.8,0.57,NA,US,"Moratock, NC",NA-US-NC-MORATOCK,FALSE,3033,5604,88266631,,375,E Chestnut St
81628,77247,PO BOX,HOUSTON,TX,PRIMARY,29.64,-95.43,-0.08,-0.86,0.49,NA,US,"Houston, TX",NA-US-TX-HOUSTON,TRUE,NA,NA,NA,,12978,Townwood Dr
34416,65890,UNIQUE,SPRINGFIELD,MO,PRIMARY,37.19,-93.28,-0.04,-0.79,0.6,NA,US,"Springfield, MO",NA-US-MO-SPRINGFIELD,FALSE,NA,NA,NA,,1364,S Maryland Ave
60714,75094,STANDARD,ALLEN,TX,NOT ACCEPTABLE,33.04,-96.74,-0.09,-0.83,0.54,NA,US,"Allen, TX",NA-US-TX-ALLEN,FALSE,7924,17008,653654997,,3144,Canyon Valley Trl
49042,96848,UNIQUE,HONO,HI,NOT ACCEPTABLE,21.3,-157.85,-0.86,-0.35,0.36,NA,US,"Hono, HI",NA-US-HI-HONO,FALSE,NA,NA,NA,,889,Ward Ave
81029,33148,UNIQUE,EASTERN AIRLINES,FL,NOT ACCEPTABLE,25.79,-80.31,0.15,-0.88,0.43,NA,US,"Eastern Airlines, FL",NA-US-FL-EASTERN AIRLINES,TRUE,NA,NA,NA,,1753,NW 70th Ave
58533,72459,STANDARD,RAVENDEN,AR,PRIMARY,36.23,-91.25,-0.01,-0.8,0.59,NA,US,"Ravenden, AR",NA-US-AR-RAVENDEN,FALSE,459,895,9786953,,468,S 1st St
77305,27675,PO BOX,WESTGATE,NC,NOT ACCEPTABLE,35.82,-78.65,0.15,-0.79,0.58,NA,US,"Westgate, NC",NA-US-NC-WESTGATE,FALSE,NA,NA,NA,,2738,Saint Marys St
18096,19018,STANDARD,PRIMOS,PA,ACCEPTABLE,39.92,-75.29,0.19,-0.74,0.64,NA,US,"Primos, PA",NA-US-PA-PRIMOS,FALSE,12271,19766,460282855,,37,Albert Ave
36277,69045,STANDARD,WAUNETA,NE,PRIMARY,40.41,-101.37,-0.15,-0.74,0.64,NA,US,"Wauneta, NE",NA-US-NE-WAUNETA,FALSE,461,821,7947200,,598,Arikaree Ave
56242,71322,STANDARD,BUNKIE,LA,PRIMARY,30.95,-92.18,-0.03,-0.85,0.51,NA,US,"Bunkie, LA",NA-US-LA-BUNKIE,FALSE,2688,4912,72190757,,741,SW Main St
50314,31554,STANDARD,BICKLEY,GA,NOT ACCEPTABLE,31.51,-82.63,0.1,-0.84,0.52,NA,US,"Bickley, GA",NA-US-GA-BICKLEY,FALSE,1963,3797,50872704,,1298,Tanner Ave
25262,47060,STANDARD,WEST HARRISON,IN,PRIMARY,39.26,-84.82,0.06,-0.77,0.63,NA,US,"West Harrison, IN",NA-US-IN-WEST HARRISON,FALSE,3115,5824,132128798,,101,Kater Ave
6602,6147,PO BOX,HARTFORD,CT,PRIMARY,41.76,-72.68,0.22,-0.71,0.66,NA,US,"Hartford, CT",NA-US-CT-HARTFORD,FALSE,NA,NA,NA,,140,Cedar St
15292,16693,STANDARD,GANISTER,PA,ACCEPTABLE,40.46,-78.2,0.15,-0.74,0.64,NA,US,"Ganister, PA",NA-US-PA-GANISTER,FALSE,1921,3430,51236509,,252,E 3rd St
16677,16933,STANDARD,KELLYTOWN,PA,NOT ACCEPTABLE,41.8,-77.07,0.16,-0.72,0.66,NA,US,"Kellytown, PA",NA-US-PA-KELLYTOWN,FALSE,2716,4762,74470119,,137,4th St
75060,22701,STANDARD,HAYWOOD,VA,NOT ACCEPTABLE,38.47,-78,0.16,-0.76,0.62,NA,US,"Haywood, VA",NA-US-VA-HAYWOOD,FALSE,13819,25160,540655132,,257,W Asher St
29425,55418,STANDARD,ST ANTHNY VLG,MN,ACCEPTABLE,44.96,-93.26,-0.04,-0.7,0.7,NA,US,"St Anthny Vlg, MN",NA-US-MN-ST ANTHNY VLG,FALSE,15520,24247,592337382,,2302,10th Ave S
51559,33261,PO BOX,NORTH MIAMI BEACH,FL,NOT ACCEPTABLE,25.77,-80.2,0.15,-0.88,0.43,NA,US,"North Miami Beach, FL",NA-US-FL-NORTH MIAMI BEACH,FALSE,652,1000,18238043,,300,SW 4th St
53423,35295,UNIQUE,ALA GAS CORP,AL,NOT ACCEPTABLE,33.52,-86.79,0.04,-0.83,0.55,NA,US,"Ala Gas Corp, AL",NA-US-AL-ALA GAS CORP,FALSE,NA,NA,NA,,3101,1st Ave S
63206,77957,STANDARD,EDNA,TX,PRIMARY,28.97,-96.64,-0.1,-0.86,0.48,NA,US,"Edna, TX",NA-US-TX-EDNA,FALSE,3635,6623,115619261,,858,Hanover St
23622,41562,STANDARD,SUTTON,KY,NOT ACCEPTABLE,37.42,-82.49,0.1,-0.78,0.6,NA,US,"Sutton, KY",NA-US-KY-SUTTON,FALSE,959,1858,30005442,,510,Shelby Dry Fork
53611,35553,STANDARD,DOUBLE SPRINGS,AL,PRIMARY,34.14,-87.4,0.03,-0.82,0.56,NA,US,"Double Springs, AL",NA-US-AL-DOUBLE SPRINGS,FALSE,1831,3468,46961862,,99,Hunter Dr
44666,90221,STANDARD,EAST RANCHO DOMINGUEZ,CA,ACCEPTABLE,33.87,-118.21,-0.39,-0.73,0.55,NA,US,"East Rancho Dominguez, CA",NA-US-CA-EAST RANCHO DOMINGUEZ,FALSE,18585,36005,462648300,,2979,E Las Hermanas St
59139,73041,STANDARD,GOTEBO,OK,PRIMARY,35.07,-98.87,-0.12,-0.8,0.57,NA,US,"Gotebo, OK",NA-US-OK-GOTEBO,FALSE,NA,NA,NA,,100,Sanders St
61438,76199,UNIQUE,FT WORTH,TX,ACCEPTABLE,32.75,-97.33,-0.1,-0.83,0.54,NA,US,"Ft Worth, TX",NA-US-TX-FT WORTH,FALSE,NA,NA,NA,,1111,Throckmorton St
27989,50062,STANDARD,MELCHER-DALLAS,IA,PRIMARY,41.2,-93.27,-0.04,-0.75,0.65,NA,US,"Melcher-dallas, IA",NA-US-IA-MELCHER-DALLAS,FALSE,286,545,9545649,,2222,40th Pl
35828,68508,STANDARD,LINCOLN,NE,PRIMARY,40.81,-96.68,-0.08,-0.75,0.65,NA,US,"Lincoln, NE",NA-US-NE-LINCOLN,FALSE,3588,4721,73594444,,2874,L St
36765,80951,STANDARD,COLORADO SPGS,CO,ACCEPTABLE,38.86,-104.76,-0.19,-0.75,0.62,NA,US,"Colorado Spgs, CO",NA-US-CO-COLORADO SPGS,FALSE,1583,3286,75319896,,1927,Berkshire Ln
53626,36530,STANDARD,MIFLIN,AL,NOT ACCEPTABLE,30.41,-87.6,0.03,-0.86,0.5,NA,US,"Miflin, AL",NA-US-AL-MIFLIN,FALSE,3014,5453,82269151,,12721,Chicago St
66847,48046,PO BOX,MOUNT CLEMENS,MI,PRIMARY,42.59,-82.88,0.09,-0.73,0.67,NA,US,"Mount Clemens, MI",NA-US-MI-MOUNT CLEMENS,FALSE,310,495,7581899,,98,Northbound Gratiot Ave
52882,34243,STANDARD,SARASOTA,FL,PRIMARY,27.33,-82.54,0.11,-0.88,0.45,NA,US,"Sarasota, FL",NA-US-FL-SARASOTA,FALSE,12733,20697,413608477,,708,S Palm Ave
53125,34797,STANDARD,HOWEY IN THE HILLS,FL,ACCEPTABLE,28.74,-81.82,0.12,-0.86,0.48,NA,US,"Howey In The Hills, FL",NA-US-FL-HOWEY IN THE HILLS,FALSE,646,1135,26725310,,8055,Co Rd 48
75947,23413,PO BOX,WEIRWOOD,VA,ACCEPTABLE,37.47,-75.86,0.19,-0.76,0.6,NA,US,"Weirwood, VA",NA-US-VA-WEIRWOOD,FALSE,515,879,13687158,,10097,Franktown Rd
